Auteur; Titre; Chapitre; Lieu; Adresse; Arrondissement; Géoréférencement 1; Géoréférencement 2 ; Géoréférencement 3 ; Qualification ; Personnages ; Indication ; Typologie ; Rive ; Attribut
Flaubert; L’Éducation sentimentale; Prima parte, V; Théâtre porte Saint-Martin; 18 Boulevard Saint-Martin; 10; -; -; 48.868504, 2.358656; théâtre; Frédéric, Dambreuse, madame Dambreuse; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Deslauriers; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; albergo rue Coq-Héron; rue Coq-Héron; 1; -; -; 48.864212, 2.34205; hôtel; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; studio Pellerin; faubourg Poissonnière; 9; -; -; 48.878826, 2.349222; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; chez Hussonnet; rue de Fleurus; 6; -; -; 48.847036, 2.332346; maison; Frédéric; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; Café Notre-Dame-des-Victoires; rue Notre-Dame-des-Victoires; 2; -; -; 48.868459, 2.341876; café; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; ristorante Place Gaillon; Place Gaillon; 2; -; -; 48.867865, 2.333821; restaurant; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; Café Alexandre; rue des Francs-Bourgeois; 4; -; -; 48.857635, 2.360844; café; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; Beuf à La Mode; 8 Rue de Valois; 1; -; -; 48.863611, 2.338116; restaurant; Frédéric; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; Vauthier; 37 rue de Rivoli; 8; -; -; 48.857798, 2.350002; café; Frédéric; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; Café Bouttevilain; 92 rue Saint-Martin; 4; -; -; 48.859857, 2.350813; café; Frédéric, Regimbart; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, Arnoux, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; Café Anglais; 13 Boulevard des Italiens; 2; -; -; 48.871363, 2.337518; café; Frédéric; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; Véfour; 17 Rue de Beaujolais; 1; -; -; 48.866192, 2.338296; restaurant; Frédéric, Deslauriers; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; Pomadère; 8 Place de la Bourse; 2; -; -; 48.868679, 2.34124; boutique; Frédéric; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, Arnoux, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; Chevet; 22 Galerie de Chartres; 1; -; -; 48.863722, 2.336607; épicerie; Frédéric, Arnoux; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, I; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Arnoux, Rosanette, Hussonnet, Pellerin, signora Vandael, capitano d’Herbigny, dottor des Rogis, signor Oudry, signorina Vatnaz, Delmar; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, I; albergo rue Coq-Héron; rue Coq-Héron; 1; -; -; 48.864212, 2.34205; hôtel; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Rosanette, Félix, Delphine, signorina Vatnaz; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; Germain, ganterie; 47 rue Joubert; 9; -; -; 48.874653, 2.328821; boutique; Frédéric, Rosanette, Félix, Delphine, signorina Vatnaz; exact; cité; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux, Marthe; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Deslauriers, Sénécal, Dussardier, Pellerin, Cisy, Hussonnet; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; Café Dagneaux; 8 rue de l’Ancienne-Comédie; 6; -; -; 48.853069, 2.338625; café; Frédéric, Deslauriers, Sénécal, Dussardier, Pellerin, Cisy, Hussonnet; exact; cité; gauche; réel
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; Moulin Rouge (petit Moulin Rouge); 19 Avenue Franklin Delano Roosevelt; 8; -; -; 48.866417, 2.310049; cabaret; Frédéric, Arnoux; exact; cité; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Rosanette, Delmar; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; studio Pellerin; faubourg Poissonnière; 9; -; -; 48.878826, 2.349222; maison; Frédéric, Rosanette, Pellerin; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; rue de la Paix; rue de la Paix; 1; -; -; 48.868927, 2.330888; rue; Frédéric, Rosanette; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Hussonnet, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, Arnoux, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez signor Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, Dambreuse, signor Oudry; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez signor Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, Dambreuse, signora Dambreuse, Martinon, ministro (guardasigilli); inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Delphine, Rosanette, signorina Vatnaz; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, Arnoux, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, II; Persan, cachemire; 78 rue de Richelieu; 2; -; -; 48.869494, 2.338934; boutique; Frédéric, Arnoux, madame Arnoux; exact; cité; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, Arnoux, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; Café rue Sainte-Anne; rue Sainte-Anne; 2; -; -; 48.867935, 2.336303; café; Frédéric, Arnoux, Regimbart; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; Maison d’Or; 20 Boulevard des Italiens; 9; -; -; 48.871878, 2.336879; restaurant; Arnoux, madame Arnoux; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, III; Théâtre des Italiens (salle Ventadour); 1 Rue Dalayrac; 2; -; -; 48.867603, 2.334862; théâtre; Frédéric, madame Arnoux, Arnoux; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Rosanette, Cisy, Delmar; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Deslauriers; rue des Trois-Maries; 1; -; -; 48.858577, 2.342794; maison; Frédéric, Deslauriers, Hussonnet, signorina Clémence; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; Vaudeville; 27 bis Rue Vivienne; 2; -; -; 48.869068, 2.34003; théâtre; Frédéric; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, Arnoux, Deslauriers; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, madame Arnoux, piccolo Eugène; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez signor Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, Dambreuse, madame Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, IV; chez Rosanette; 18 rue Victor-Massé; 9; -; -; 48.880787, 2.338628; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Café Anglais; 13 Boulevard des Italiens; 2; -; -; 48.871363, 2.337518; café; Frédéric, Rosanette; exact; cité; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Ippodromo Champ-de-mars; Champ-de-mars;7; -; -; 48.855126, 2.299388; hippodrome; Frédéric, Rosanette, Georgine Aubert, signora de Remoussot, Thérèse Bachelu, Cisy, madame Arnoux, Hussonnet; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Café Anglais; 13 Boulevard des Italiens; 2; -; -; 48.871363, 2.337518; café; Frédéric, Rosanette, Hussonnet, Cisy; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Pellerin, Sénécal; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Maison d’Or; 20 Boulevard des Italiens; 9; -; -; 48.871878, 2.336879; restaurant; Frédéric, Cisy, Gilbert des Aulnays, Anselme de Forchambeaux, Joseph Boffreu, signor Vezou, barone di Comaing; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Café rue Saint-Denis; rue Saint-Denis; 1; -; -; 48.861691, 2.349113; café; Frédéric, Regimbart; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; negozio Dussardier; rue de Cléry; 2; -; -; 48.868977, 2.34956; boutique; Frédéric, Dussardier; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Opéra; 12 Rue Le Peletier; 9; -; -; 48.872755, 2.338658; théâtre; Frédéric; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Porte Maillot; Boulevard Pershing; 17; -; -; 48.880232, 2.282463; place; Frédéric, Regimbart, Dussardier, Cisy, Vezou, Comaing; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; Bois de Boulogne; Bois de Boulogne; 16; -; -; 48.864093, 2.248258; jardin publique; Frédéric, Regimbart, Dussardier, Cisy, Vezou, Comaing, Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; restaurant de Madrid; Bois de Boulogne; 16; -; -; 48.874066, 2.254352; restaurant; Frédéric, Regimbart, Dussardier, Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Dussardier; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, IV; studio Pellerin; faubourg Poissonnière; 9; -; -; 48.878826, 2.349222; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, IV; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, Martinon, signora Dambreuse, Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Dussardier; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, V; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Deslauriers, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, signorina Vatnaz; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Rosanette; 14 rue Grange-Batelière; 9; -; -; 48.873112, 2.34181; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; angolo rue Vivienne; angolo rue Vivienne; 2; -; -; 48.871656, 2.341583; rue; Frédéric, signora Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Deslauriers; rue des Trois-Maries; 1; -; -; 48.858577, 2.342794; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; angolo rue Tronchet e rue de la Ferme; angolo rue Tronchet e rue de la Ferme (Rue de la Ferme des Mathurins); 9; -; -; 48.873152, 2.326753; rue; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; Café Soufflot; 16 Rue Soufflot; 5; -; -; 48.84708, 2.342715; café; Frédéric, Deslauriers; exact; cité; gauche; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; angolo rue Tronchet e rue de la Ferme; angolo rue Tronchet e rue de la Ferme (Rue de la Ferme des Mathurins); 9; -; -; 48.873152, 2.326753; rue; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Rosanette; 14 rue Grange-Batelière; 9; -; -; 48.873112, 2.34181; maison; Frédéric, Delphine, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; Trois-Frères-Provençaux; Palais Royal, 88 Galerie de Beaujolais; 1; -; -; 48.865954, 2.3384; restaurant; Frédéric, Rosanette; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; camera ammobiliata; rue Tronchet; 8; -; -; 48.871788, 2.32578; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Notre-Dame-de-l'Assomption; place Maurice-Barrès; 1; -; -; 48.867359, 2.326154; église; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; barricata rue de Valois; rue de Valois; 1; -; -; 48.862713, 2.337498; rue; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; palazzo Tuileries; rue de Rivoli; 1; -; -; 48.860629, 2.337577; bâtiment; Frédéric, Hussonnet; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; rue Fromenteau; rue Fromenteau (supprimée en 1850); 1; -; -; 48.862347, 2.337084; rue; Frédéric, Hussonnet; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Tuileries; Tuileries; 1; -; -; 48.863093, 2.328535; jardin publique; Frédéric, Hussonnet, Dussardier; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Place de la Bourse; Place de la Bourse; 2; -; -; 48.868679, 2.34124; place; Frédéric, Hussonnet, Dussardier; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Hôtel de Ville; place Hôtel de Ville; 4; -; -; 48.856821, 2.352301; bâtiment; Frédéric, Hussonnet, Dussardier; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Deslauriers; rue des Trois-Maries; 1; -; -; 48.858577, 2.342794; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; -; -; 48.873112, 2.34181; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Pont d’Arcole; Pont d’Arcole; 4; -; -; 48.855274, 2.350412; rue; Frédéric, Pellerin; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Dambreuse, Martinon; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; -; -; 48.873112, 2.34181; maison; Frédéric, Rosanette, Vatnaz; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, Dambreuse, Martinon; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; -; -; 48.873112, 2.34181; maison; Frédéric, Rosanette, Delmar; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Club dell’intelligenza; rue Saint-Jacques; 5; -; -; 48.850496, 2.345287; club; Frédéric, Pellerin, Hussonnet, Regimbart, Compain, Dussardier, Delmar, Sénécal; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Maison d’Or; 20 Boulevard des Italiens; 9; -; -; 48.871878, 2.336879; restaurant; Frédéric, Pellerin, Hussonnet, Regimbart, Compain, Dussardier, Delmar, Sénécal; exact; cité; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; -; -; 48.873112, 2.34181; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; -; -; 48.873112, 2.34181; maison; Frédéric, Rosanette, Vatnaz; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Guardia Nazionale; Place du Carrousel; 1; -; -; 48.861153, 2.334259; place; Frédéric, Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Parly; rue de Chartres; 18; -; -; 48.88455, 2.354375; restaurant; Frédéric, Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; porte Saint-Martin; porte Saint-Martin; 3; -; -; 48.869146, 2.355652; place; Frédéric, Dambreuse, Martinon; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; porte d’Italie; avenue d’Italie; 13; -; -; 48.819087, 2.359533; place; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; posto di guardia École Polytechinique; rue de la Montagne-Sainte-Geneviève; 5; -; -; 48.848042, 2.348525; bureau; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; municipio XII circoscrizione; place du Panthéon; 5; -; -; 48.846293, 2.344914; bureau; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Place du Carrousel; Place du Carrousel; 1; -; -; 48.861153, 2.334259; place; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, II; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; signora Dambreuse, miss John, Cécile, Roque, Louise Roque, Cisy, Frédéric, Paul de Grémoville, Fumichon, duchessa di Montreuil-Nantua, signor di Nonancourt, signora di Larsillois, Dambreuse, Martinon, Pellerin, Arnoux, madame Arnoux, Hussonnet; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, II; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, madame Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric, madame Arnoux, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; sede partito dell’ordine; rue de Poitiers; 7; -; -; 48.858931, 2.326108; bâtiment; Frédéric, Fumichon, Hussonnet, Nonancourt, Grémoville, Martinon, Cisy, Dambreuse; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez signor Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
